"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","SLFCHG09","CSSRAT01","CSSRAT07","SUCCESS4","SUCCESS7","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","SATIS28","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","COLLGPA","Success_Latent","HistDisadv_fs"
5,4,5,4,5,4,3,3,3,4,4,3,4,3,5,5,5,3,1,2,5,8,1,0,1,0,12,5,2,3,1,4,5,15,4,6,4,2,3,5,0.310772166726024,-0.377238302940992
4,4,4,4,4,4,4,3,3,5,4,4,3,3,4,5,4,2,1,1,5,8,1,0,2,0,12,5,2,3,1,4,4,4,5,6,6,4,2,5,0.0437666564572614,-0.289874096542315
4,4,4,4,4,4,4,3,3,3,4,2,3,3,3,3,3,3,1,1,6,5,1,0,1,1,13,5,2,3,2,4,4,15,4,2,5,4,4,4,-0.301184460322696,-0.443241260909589
5,4,5,3,5,3,3,2,3,5,4,3,4,4,5,4,3,2,1,1,6,6,3,1,1,1,9,6,2,3,1,4,3,8,6,7,7,3,4,3,-0.041180761757672,0.179447991521837
4,5,5,4,5,4,4,3,2,4,4,4,4,4,4,4,4,2,1,2,6,5,4,1,0,1,12,4,2,3,1,4,4,3,4,6,8,2,3,5,0.41816368219865,-0.296352077561426
4,4,5,4,5,4,5,3,3,5,5,4,5,5,5,5,5,2,1,1,8,6,4,1,0,0,7,5,1,3,1,4,4,8,6,6,4,2,5,5,0.310772166726024,0.29023148024046
4,4,5,5,4,4,3,2,3,3,4,3,3,4,4,3,3,3,1,1,5,3,1,0,1,1,1,5,2,3,1,3,4,9,5,5,4,1,1,5,-0.452292440038533,0.907377876299525
4,4,4,4,4,5,5,3,3,3,3,2,3,3,3,3,5,3,1,2,3,2,1,0,1,1,9,6,2,3,1,3,4,2,5,5,5,5,5,3,-0.301184460322696,0.109350976717088
5,5,5,5,5,4,5,3,3,5,5,5,4,3,5,5,4,2,1,2,6,3,1,0,1,1,12,5,2,3,1,4,3,3,5,5,6,2,1,4,0.637666740782074,-0.289792057377972
4,4,4,4,4,4,3,2,3,2,4,3,3,3,3,3,3,2,1,1,6,3,1,0,0,1,12,6,2,3,1,4,5,13,6,6,6,4,1,4,-0.452292440038533,-0.375607980676616
5,4,5,3,4,4,4,2,2,3,4,4,4,4,3,3,4,3,1,1,6,5,1,0,1,1,7,7,2,1,1,5,5,3,4,6,4,1,1,5,-0.452292440038533,0.30575840803601
4,4,4,4,3,4,3,2,2,4,4,4,4,4,4,4,3,2,1,2,8,8,1,0,1,0,9,4,2,3,1,3,3,4,5,5,5,5,5,5,-0.538935226006102,0.0225048686687753
4,4,4,4,4,3,5,1,2,2,4,3,3,3,3,3,3,3,1,2,8,8,1,0,1,0,9,5,2,3,1,3,5,3,4,5,7,4,2,4,-0.608822547566116,0.0225048686687753
5,5,5,5,5,3,4,2,2,4,4,3,4,4,5,4,4,3,1,2,8,8,1,0,2,0,9,5,2,3,1,3,3,15,5,5,5,2,1,4,0.241054132372064,0.103254393288134
4,3,4,3,4,3,3,2,2,3,4,4,4,3,1,4,2,2,1,2,8,8,1,0,1,0,9,4,2,3,1,3,4,13,4,5,4,3,3,4,-0.582996163355402,0.0225048686687753
4,4,4,4,5,3,3,2,2,3,4,2,3,2,2,3,4,1,1,1,7,5,1,0,0,1,11,6,2,3,1,4,5,3,2,5,8,8,1,3,-0.199694667385027,-0.217804187793027
4,4,4,4,5,4,5,3,3,4,4,4,4,4,4,4,5,2,1,2,8,7,1,0,0,0,13,6,2,3,1,5,5,3,3,5,6,5,1,4,0.120118371760654,-0.614086498364169
4,4,4,3,5,3,3,2,3,3,3,2,3,3,3,3,4,3,1,1,4,5,1,0,2,1,12,6,2,3,1,4,5,10,6,6,5,4,1,4,-0.199694667385027,-0.202858002070263
4,5,5,4,4,4,4,3,2,3,4,2,4,4,5,4,3,3,1,1,6,6,5,1,1,1,10,7,2,1,1,4,4,13,5,6,4,1,4,4,0.145675190540327,0.0704993261119914
5,5,5,5,4,4,4,2,2,3,4,3,4,4,3,4,3,3,1,1,6,6,5,1,1,1,8,7,2,1,1,4,5,4,5,6,5,2,1,5,-0.0132023596756852,0.273687862489331
5,5,5,5,5,5,5,3,3,5,5,2,5,4,5,5,3,3,1,1,3,3,1,0,2,1,4,8,2,3,1,5,5,4,7,7,4,1,2,6,0.637666740782074,0.63738670204398
4,5,5,5,5,4,4,3,3,4,4,4,2,4,4,4,3,3,1,2,7,6,1,0,0,1,14,8,2,3,1,5,5,2,6,8,4,1,1,4,0.41816368219865,-0.725980053113619
4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,2,1,2,8,8,4,1,1,0,14,5,2,3,1,4,4,6,5,5,4,2,2,5,-0.140488137621743,-0.623530206853964
5,5,5,5,4,4,5,3,3,2,4,4,4,4,4,5,4,3,1,1,5,6,4,1,1,1,10,6,2,3,1,4,4,8,3,7,8,4,3,3,0.334847517274045,0.0704993261119914
4,4,4,5,4,5,4,3,3,4,4,3,4,4,3,4,4,3,1,1,3,6,1,0,0,1,11,8,2,3,1,4,5,3,8,6,6,2,1,6,-0.140488137621743,-0.217804187793027
5,3,5,5,5,4,5,3,3,5,4,4,5,3,5,5,5,1,1,2,4,8,3,1,0,0,9,6,2,3,1,3,4,3,4,7,8,6,1,5,-0.0320940876090266,0.0134318774595043
4,4,5,4,4,4,3,3,3,4,4,3,4,4,4,4,4,2,1,2,8,7,3,1,1,0,7,6,2,3,1,4,3,2,6,5,5,3,3,5,-0.140488137621743,0.28375086160652
5,4,4,4,5,3,5,2,3,5,2,2,4,5,1,4,4,2,1,1,8,6,3,1,1,0,11,4,2,3,2,3,5,5,4,6,4,3,3,3,-0.041180761757672,-0.146539156215324
4,5,5,4,4,5,5,3,1,4,4,2,3,2,3,3,2,2,1,1,5,5,2,0,1,1,8,7,2,3,1,3,3,5,7,7,4,3,3,4,-0.018132364969469,0.204267042378157
4,4,5,4,4,4,4,2,3,4,4,1,4,4,4,4,4,2,1,2,5,2,2,0,2,1,4,7,2,3,1,4,4,3,5,6,5,4,4,4,-0.297088611476105,0.63738670204398
3,4,4,5,4,4,4,2,3,4,3,4,5,3,4,4,4,2,1,1,5,1,2,0,2,1,3,8,2,3,1,4,4,4,5,6,8,4,5,4,-0.297088611476105,0.72575772212985
5,5,5,5,5,4,4,2,2,5,4,4,4,5,5,5,4,2,1,2,8,8,1,0,0,0,14,5,2,3,1,3,3,15,5,6,7,5,3,4,0.436069280573343,-0.843756252641169
5,5,5,5,5,4,3,2,2,2,3,3,3,3,4,5,3,3,1,2,8,8,1,0,1,0,13,6,2,3,1,3,4,16,3,5,8,5,1,5,0.436069280573343,-0.52808610582444
5,4,5,4,5,3,4,3,3,4,5,4,4,2,4,4,4,3,1,2,8,8,1,0,1,0,13,6,2,3,1,3,3,13,5,6,7,4,4,4,0.120118371760654,-0.52808610582444
5,5,5,5,5,4,5,3,2,3,1,3,3,3,3,3,5,3,1,2,8,8,1,0,1,0,7,7,2,1,1,4,4,10,8,6,5,1,1,5,0.237024930228086,0.215361728926794
4,5,4,5,4,3,3,2,3,2,4,4,4,5,4,4,3,3,1,1,5,3,4,1,1,1,11,6,2,3,1,3,3,2,8,7,8,6,4,4,-0.0132023596756852,-0.0608042369693879
4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,5,4,3,1,1,8,6,3,1,0,0,14,5,2,3,1,3,4,4,5,7,8,4,3,4,0.0437666564572614,-0.728365218352972
5,4,5,5,4,5,4,3,2,4,4,3,4,4,4,4,4,2,1,2,5,7,1,0,0,1,5,8,2,3,1,5,4,7,6,6,5,3,3,6,-0.140488137621743,0.391588293733766
4,4,4,4,3,4,5,3,3,3,2,4,3,3,3,4,3,2,1,1,5,5,4,1,2,1,5,5,2,3,1,4,4,14,5,4,5,3,3,5,-0.391208831407869,0.62130547351084
4,4,5,4,4,4,4,3,3,4,2,4,4,4,4,4,3,2,1,2,8,5,3,1,1,0,10,8,2,3,1,5,3,5,5,6,5,4,1,3,-0.140488137621743,-0.016110932154278
5,4,5,4,4,5,5,3,3,4,4,4,5,3,5,5,3,2,1,1,8,8,1,0,1,0,7,8,2,3,1,4,4,5,8,8,4,2,3,6,0.0437666564572614,0.215361728926794
3,3,5,4,4,3,4,2,2,3,4,3,2,3,2,2,3,2,1,1,6,3,1,0,1,1,9,7,2,3,1,3,5,4,2,8,5,5,2,4,-0.826871956927596,0.109350976717088
4,4,4,4,4,5,5,2,2,4,4,4,4,4,4,4,5,2,1,1,6,3,1,0,1,1,10,8,2,3,1,3,4,7,4,4,4,4,4,5,-0.297088611476105,-0.00146511699557332
4,4,5,4,5,4,4,2,3,5,4,4,5,2,4,4,3,3,1,2,6,6,1,0,2,1,11,8,2,5,1,4,4,5,6,6,6,4,4,5,-0.041180761757672,-0.0503220682970358
4,5,5,5,4,4,3,2,3,3,3,3,4,2,3,4,3,3,1,1,6,6,1,0,1,1,12,7,2,3,1,4,4,4,6,5,5,5,5,4,-0.0132023596756852,-0.289792057377972
4,4,5,5,3,5,4,3,3,5,5,5,5,4,5,5,4,3,1,2,3,3,1,0,1,1,10,8,2,3,1,5,5,2,8,7,4,3,5,5,-0.214778948807454,-0.00146511699557332
4,4,4,4,4,3,4,2,3,4,3,4,3,4,4,4,4,3,1,1,8,5,2,0,0,0,10,7,2,3,1,3,4,15,5,5,5,4,1,5,-0.297088611476105,-0.169724180008973
4,4,5,5,4,3,4,2,2,3,4,4,4,4,4,4,3,3,1,2,3,6,1,0,1,1,10,5,2,3,1,4,4,16,6,6,5,4,4,5,-0.297088611476105,-0.00146511699557332
5,5,5,4,5,4,4,3,3,4,4,4,4,5,4,5,4,3,2,1,6,5,1,0,1,1,14,7,2,3,1,3,4,15,4,7,3,1,1,5,0.637666740782074,-0.61967410681606
4,4,4,4,4,4,3,1,1,4,4,4,4,4,4,5,4,3,1,2,8,8,1,0,0,0,9,4,2,3,1,3,4,12,6,6,6,4,1,5,-0.279758382542412,-0.0574231876719541
4,4,4,4,4,5,5,3,3,5,3,4,2,4,5,3,3,2,1,2,5,6,5,1,0,1,8,8,2,3,1,4,4,3,4,6,6,4,2,6,-0.301184460322696,0.193420770725339
3,3,3,3,3,4,5,1,3,3,3,2,4,3,3,4,4,3,1,2,3,3,1,0,2,1,10,4,2,3,1,4,5,3,4,6,8,6,1,4,-0.938671614515237,0.0816160839865638
4,4,5,4,4,4,5,3,3,5,4,4,4,4,5,4,5,2,1,1,8,4,1,0,0,0,14,7,2,3,1,5,4,3,6,6,7,1,3,5,-0.140488137621743,-0.843756252641169
5,5,5,5,5,5,4,3,3,3,5,4,5,5,5,4,4,2,1,1,6,3,1,0,1,1,11,8,2,3,1,5,5,12,8,5,5,3,5,6,0.41816368219865,-0.134696052042707
4,4,4,4,4,4,4,3,3,4,4,2,4,4,4,4,4,3,1,1,3,5,1,0,0,1,14,6,2,3,1,4,4,3,4,3,5,4,3,4,-0.140488137621743,-0.725980053113619
4,3,4,3,4,5,4,3,2,2,4,3,4,2,3,4,2,2,1,1,6,5,1,0,1,1,7,8,2,3,1,5,5,16,4,6,4,3,4,6,-0.442314392425743,0.30575840803601
5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,5,3,2,1,2,8,8,1,0,1,0,11,8,2,3,1,5,5,7,8,7,6,1,4,6,0.637666740782074,-0.220976828316849
5,4,5,5,4,5,5,3,3,5,4,4,4,4,5,4,3,3,1,2,8,8,1,0,1,0,12,8,2,3,1,5,5,8,8,5,8,6,1,6,-0.140488137621743,-0.377238302940992
4,4,5,4,4,3,5,3,3,4,4,4,4,5,3,5,3,3,1,2,3,3,1,0,1,1,11,7,2,3,1,3,4,13,7,6,5,2,1,5,0.0437666564572614,-0.134696052042707
5,5,5,5,4,3,4,3,3,5,4,4,4,3,4,5,3,2,1,2,3,3,1,0,0,1,11,8,2,3,1,3,5,2,7,6,4,3,3,4,0.334847517274045,-0.217804187793027
4,4,4,4,4,3,4,2,3,4,3,4,4,4,4,4,3,2,1,2,4,3,1,0,1,1,8,4,2,3,1,3,4,4,5,5,4,4,1,4,-0.297088611476105,0.204267042378157
5,5,5,5,4,3,3,3,3,3,3,3,3,4,2,3,5,1,1,2,5,3,1,0,1,1,8,3,2,3,1,3,3,12,3,7,5,5,1,3,-0.018132364969469,0.204267042378157
5,3,5,4,3,3,5,3,3,3,4,3,5,5,4,3,5,3,1,1,5,3,1,0,1,1,9,4,2,3,1,3,5,13,4,7,8,8,1,4,-0.796285310234817,0.109350976717088
4,5,5,5,5,4,4,3,3,5,5,3,5,4,5,4,4,3,1,1,6,6,4,1,1,1,11,6,2,3,1,4,4,5,5,6,5,5,4,4,0.41816368219865,-0.0608042369693879
5,5,5,5,5,4,4,3,3,5,5,4,5,4,4,5,5,2,1,1,8,8,3,1,0,0,14,6,2,3,1,3,4,4,5,7,7,6,2,5,0.637666740782074,-0.728365218352972
5,5,5,5,5,4,4,3,3,4,3,3,3,2,4,4,4,2,1,1,6,6,4,1,0,1,8,6,2,3,1,4,4,13,5,6,6,2,3,5,0.41816368219865,0.193420770725339
5,4,5,4,4,3,4,3,3,5,5,4,4,4,5,4,4,2,1,2,6,6,4,1,1,1,10,6,2,3,1,4,5,15,5,5,4,1,4,4,-0.140488137621743,0.0704993261119914
4,4,4,4,4,4,3,2,2,3,3,3,4,2,3,3,3,3,1,2,3,5,1,0,1,1,11,6,2,3,1,4,4,8,6,7,3,1,1,5,-0.452292440038533,-0.134696052042707
4,4,4,4,4,4,4,2,3,3,4,3,4,2,4,4,3,2,1,2,5,6,4,1,0,1,7,8,2,3,1,5,5,13,7,7,6,5,4,5,-0.297088611476105,0.293971499390473
5,5,5,5,5,4,4,3,3,3,5,5,5,4,5,4,4,3,1,2,8,4,1,0,0,0,13,7,2,3,1,5,5,3,4,6,7,6,5,5,0.41816368219865,-0.614086498364169
5,4,5,4,4,4,4,3,3,3,4,4,4,2,3,4,3,2,1,2,3,3,2,0,2,1,9,7,2,3,1,5,4,16,7,6,7,5,1,5,-0.140488137621743,0.19088375840534
4,4,4,4,3,4,4,2,2,3,4,4,3,3,5,5,3,3,1,1,6,4,1,0,1,1,12,8,2,3,1,5,4,3,5,6,6,8,2,5,-0.364464263153073,-0.289792057377972
5,4,5,4,5,5,4,3,3,3,2,2,4,3,3,4,4,3,1,1,4,8,1,0,1,0,10,8,2,3,1,5,5,13,5,6,5,2,8,4,0.120118371760654,-0.0881677625314974
4,3,4,3,3,4,5,2,2,2,3,3,2,2,4,3,3,3,1,2,6,6,2,0,1,1,11,7,2,3,1,4,4,3,4,5,4,4,3,5,-0.928429599371156,-0.134696052042707
5,5,4,5,4,5,4,3,2,4,4,3,5,5,4,4,2,3,1,2,5,8,1,0,1,0,8,8,2,3,1,5,5,6,7,4,5,4,3,5,0.145675190540327,0.116090201230501
5,4,5,4,4,5,5,3,3,3,4,3,5,2,3,5,4,2,1,2,8,6,1,0,0,0,12,7,2,3,1,5,5,3,8,6,7,7,3,5,0.0437666564572614,-0.463892244133779
4,4,4,4,4,4,4,3,3,4,4,3,5,2,4,5,4,3,1,1,3,5,1,0,1,1,9,8,2,1,1,4,5,4,4,7,5,1,4,6,0.0437666564572614,0.109350976717088
5,4,5,5,3,5,5,3,3,5,4,5,5,4,5,5,3,2,1,1,3,4,1,0,1,1,8,8,2,3,1,4,5,7,5,6,5,1,3,5,-0.214778948807454,0.204267042378157
4,4,5,4,4,4,5,3,3,3,4,4,4,5,4,4,4,2,1,2,3,4,1,0,2,1,7,8,2,3,1,4,4,7,6,6,5,3,3,6,-0.140488137621743,0.387133981232375
4,4,5,4,5,5,5,3,2,3,4,4,5,4,4,4,4,2,1,1,7,7,2,0,0,1,9,8,2,3,1,3,5,7,4,5,5,3,3,6,0.120118371760654,0.028577510740705
4,5,5,4,5,5,4,3,3,4,2,4,4,4,4,4,4,3,1,2,3,5,1,0,1,1,4,8,2,3,1,5,5,15,5,6,5,1,4,6,0.41816368219865,0.557034603363158
4,3,4,4,4,4,4,2,2,4,3,3,4,3,4,2,4,3,1,2,4,6,5,1,2,1,7,6,2,3,1,4,4,15,4,6,4,3,1,5,-0.826871956927596,0.455952139878895
5,5,5,4,5,3,4,3,3,3,4,3,5,4,4,5,4,2,1,2,3,5,1,0,1,1,5,5,2,3,1,3,3,13,4,5,5,4,1,5,0.637666740782074,0.472701504546702
4,4,4,4,4,3,5,3,3,4,5,5,5,5,5,5,4,2,1,2,3,5,1,0,1,1,1,5,2,3,1,3,5,9,6,6,6,1,3,3,0.0437666564572614,0.907377876299525
5,5,5,5,4,5,5,3,3,4,4,3,5,3,5,4,3,2,1,1,8,5,2,0,0,0,13,6,2,3,1,3,4,3,6,6,4,5,3,6,0.145675190540327,-0.614086498364169
5,4,5,5,4,4,4,3,3,5,3,3,4,5,5,5,5,3,1,2,3,6,1,0,1,1,8,5,2,3,1,3,3,15,5,7,5,2,3,4,0.0437666564572614,0.204267042378157
5,4,5,4,4,3,4,2,3,4,4,3,5,4,4,4,4,2,1,1,3,6,1,0,1,1,10,5,2,3,1,3,4,3,4,6,5,5,3,3,-0.297088611476105,-0.00146511699557332
4,5,5,5,5,3,5,3,3,5,4,3,5,5,5,5,3,2,1,1,8,8,1,0,0,0,14,6,2,3,1,3,4,6,7,5,6,4,4,4,0.637666740782074,-0.843756252641169
3,3,3,3,3,5,5,3,3,3,4,3,5,4,4,4,5,2,1,1,6,6,4,1,1,1,11,4,2,3,1,4,5,8,4,6,6,2,1,5,-0.663223632108227,-0.0608042369693879
5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,2,1,1,8,5,1,0,0,0,14,8,2,3,1,4,4,7,4,7,6,4,3,5,0.637666740782074,-0.843756252641169
4,4,5,4,4,4,3,3,3,3,3,3,4,2,2,4,4,3,1,2,8,5,1,0,0,0,14,8,2,3,1,4,5,13,6,7,5,5,4,5,-0.140488137621743,-0.843756252641169
5,4,5,4,5,4,4,3,3,4,4,4,4,4,4,5,4,2,1,2,8,5,1,0,1,0,8,8,2,3,1,5,5,6,6,7,5,1,3,6,0.310772166726024,0.116090201230501
5,4,5,4,5,5,5,3,3,3,3,4,4,5,4,4,2,1,1,1,8,5,1,0,0,0,10,8,2,3,1,5,5,12,3,7,5,1,3,5,0.120118371760654,-0.169724180008973
5,4,5,5,4,3,5,3,3,4,4,3,4,3,4,4,4,3,1,1,5,6,1,0,1,1,9,4,2,3,1,3,4,3,5,6,5,5,4,3,-0.140488137621743,0.109350976717088
4,3,5,3,4,3,3,3,3,4,3,4,4,4,1,5,3,3,1,2,4,5,1,0,1,1,13,5,2,3,1,3,4,3,7,7,4,2,3,4,-0.273506085269583,-0.443241260909589
5,5,4,5,4,4,5,3,1,2,5,3,4,4,4,4,4,2,1,1,8,3,1,0,1,0,10,7,2,1,1,4,5,8,7,6,5,4,3,5,0.145675190540327,-0.0881677625314974
5,5,5,5,5,4,4,3,3,5,5,4,4,4,5,4,5,2,1,1,8,6,1,0,0,0,13,4,2,1,1,4,3,7,1,5,5,3,2,4,0.41816368219865,-0.614086498364169
5,4,5,5,4,5,4,2,3,4,1,2,5,2,3,4,3,3,1,1,5,5,1,0,1,1,9,8,2,3,1,5,4,6,6,6,5,1,1,6,-0.297088611476105,0.109350976717088
5,5,5,5,5,4,5,3,3,5,4,5,5,5,5,5,3,3,1,2,5,5,1,0,1,1,10,8,2,3,1,5,5,12,5,6,6,5,4,6,0.637666740782074,-0.00146511699557332
4,5,4,4,4,5,5,3,3,4,4,3,4,3,3,5,4,3,1,1,8,6,4,1,1,0,12,8,2,3,1,5,4,7,7,6,5,2,1,6,0.334847517274045,-0.298719778814986
5,4,5,4,5,4,4,3,3,4,4,4,4,3,5,5,3,3,1,1,2,1,3,1,0,1,2,8,2,1,1,4,5,3,5,6,4,3,1,5,0.310772166726024,0.734121221393769
5,4,5,4,4,4,4,3,3,3,4,3,3,4,5,4,4,3,1,1,6,3,1,0,1,1,8,7,2,3,1,3,3,4,6,7,8,4,1,5,-0.140488137621743,0.204267042378157
5,5,5,5,4,4,4,3,3,4,4,4,4,4,4,4,3,2,1,1,6,3,1,0,1,1,7,7,2,3,1,3,4,7,5,6,5,3,2,5,0.145675190540327,0.30575840803601
4,4,5,4,4,5,4,3,3,4,4,3,4,3,4,5,4,2,1,1,6,8,1,0,0,0,14,8,2,3,1,5,3,8,5,4,6,6,4,5,0.0437666564572614,-0.843756252641169
4,4,4,5,5,5,5,2,2,5,4,4,4,4,5,5,4,1,1,2,6,8,1,0,1,0,13,8,2,3,1,5,5,8,4,6,8,7,8,5,0.14050272419661,-0.52808610582444
4,5,5,5,4,5,4,3,3,4,4,4,3,2,4,3,5,1,1,2,7,8,1,0,0,0,13,8,2,3,1,5,3,11,4,6,7,8,1,5,-0.018132364969469,-0.614086498364169
4,4,4,4,4,3,4,2,2,2,3,3,4,3,3,3,3,2,1,1,8,5,3,1,0,0,10,4,2,3,1,3,3,13,4,5,5,4,1,3,-0.452292440038533,-0.0963486789900967
5,4,4,3,4,4,5,2,2,4,3,3,4,4,3,4,4,3,1,2,3,3,4,1,1,1,3,8,1,1,1,4,5,8,7,7,4,2,2,5,-0.297088611476105,0.790797136935368
5,5,5,5,5,5,4,3,3,3,4,3,5,2,5,4,4,2,1,1,2,3,2,0,1,1,10,8,2,3,1,5,4,15,5,6,6,4,1,5,0.41816368219865,-0.00146511699557332
5,5,5,5,3,3,3,2,2,4,4,4,4,3,2,3,3,2,1,2,4,4,1,0,2,1,5,7,2,3,1,3,4,15,4,6,5,3,1,4,-0.398207401009908,0.553240197103375
5,5,5,5,4,3,4,3,3,5,3,3,2,4,3,4,3,2,1,2,4,5,1,0,0,1,1,7,2,4,1,3,3,15,2,6,4,2,3,4,0.145675190540327,0.813554603155052
5,5,4,4,4,5,4,2,2,5,5,4,3,4,5,4,5,2,1,1,2,3,3,1,1,1,12,7,2,3,1,4,4,7,5,5,5,8,3,5,-0.0132023596756852,-0.212462042455848
5,5,5,5,4,5,5,3,3,4,3,4,4,4,4,4,5,1,1,2,8,6,3,1,0,0,14,8,2,3,1,5,4,12,5,8,8,6,3,6,0.145675190540327,-0.728365218352972
5,4,5,4,4,4,5,3,3,3,3,3,4,3,4,4,4,2,1,1,1,1,3,1,1,1,9,8,2,3,1,4,5,13,6,5,6,4,1,5,-0.140488137621743,0.179447991521837
5,5,5,5,4,4,4,3,2,3,3,2,4,4,5,5,3,2,1,1,2,1,3,1,1,1,10,8,2,3,1,4,4,8,4,5,6,2,1,6,0.334847517274045,0.0704993261119914
5,5,5,5,4,4,4,3,3,2,4,4,4,3,2,4,4,2,1,1,7,7,5,1,1,1,9,8,2,3,1,4,5,9,5,7,5,4,1,5,0.145675190540327,0.179447991521837
5,5,5,4,4,4,3,2,2,3,5,4,5,5,4,5,3,3,1,2,6,6,5,1,1,1,9,7,2,3,1,4,2,6,8,6,8,5,4,5,0.165419658719498,0.179447991521837
4,4,4,4,4,4,5,2,2,4,4,4,4,4,4,4,3,1,1,2,3,6,1,0,1,1,10,5,2,1,1,3,4,4,7,7,3,1,3,4,-0.297088611476105,-0.00146511699557332
5,5,5,5,5,4,4,3,3,4,5,3,5,4,5,5,5,3,1,2,3,6,1,0,1,1,10,5,2,3,1,3,4,10,3,5,4,1,5,5,0.637666740782074,-0.00146511699557332
5,5,5,5,4,4,4,3,2,4,4,5,4,4,4,4,3,3,2,2,8,5,3,1,2,0,7,8,2,1,1,4,4,7,6,8,6,3,1,5,0.145675190540327,0.363004139863634
5,5,5,5,4,4,4,3,3,4,2,4,4,3,3,4,4,2,1,2,3,3,5,1,2,1,9,7,2,3,1,4,5,5,8,7,5,1,1,5,0.145675190540327,0.260155048097103
5,4,4,5,5,4,4,3,3,4,5,4,4,4,4,5,4,2,1,2,8,6,1,0,0,0,11,2,2,3,1,3,4,3,4,7,8,7,1,4,0.310772166726024,-0.304165128469162
4,4,4,4,4,3,4,3,3,5,5,5,5,5,5,5,4,2,1,2,8,6,1,0,0,0,11,7,2,3,1,3,4,4,5,6,5,5,4,5,0.0437666564572614,-0.304165128469162
5,5,5,5,5,3,5,3,3,5,5,2,5,3,5,5,5,3,1,1,3,3,1,0,1,1,5,5,2,4,1,3,5,15,5,7,8,4,1,3,0.637666740782074,0.472701504546702
4,4,5,4,4,3,4,3,3,2,4,3,4,3,4,4,3,2,1,1,3,3,1,0,0,1,4,5,2,3,1,3,4,6,4,6,4,2,1,4,-0.140488137621743,0.475831007419166
5,4,5,4,4,3,3,2,2,3,2,2,4,4,3,4,3,3,1,1,3,3,1,0,1,1,5,5,2,1,1,3,4,7,6,6,3,2,1,3,-0.297088611476105,0.472701504546702
4,4,4,3,3,4,3,2,1,3,4,4,3,4,2,3,2,2,1,1,6,3,1,0,0,1,14,6,2,3,1,4,3,14,7,7,4,1,1,4,-0.683823890133,-0.725980053113619
5,4,5,5,4,5,5,3,3,3,4,4,3,3,4,4,3,3,1,1,5,8,1,0,1,0,11,8,2,3,1,5,4,16,7,7,4,1,1,6,-0.140488137621743,-0.220976828316849
4,4,4,4,4,5,5,3,3,3,3,4,3,3,3,3,4,1,1,1,5,8,1,0,0,0,12,8,2,3,1,5,5,2,5,7,5,3,4,6,-0.301184460322696,-0.463892244133779
5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,2,1,1,8,6,3,1,0,0,14,4,2,3,1,3,5,3,7,6,7,6,1,4,0.637666740782074,-0.728365218352972
4,4,5,4,4,3,4,2,2,3,4,3,3,4,3,4,3,2,1,1,1,3,3,1,1,1,4,5,2,3,1,3,4,13,5,6,4,1,1,3,-0.297088611476105,0.624878688453045
4,4,4,4,3,4,4,3,2,2,4,2,3,3,3,2,4,2,1,2,3,3,1,0,1,1,10,6,2,3,1,5,3,12,3,8,6,4,1,5,-0.652245732312108,-0.00146511699557332
4,4,5,5,4,5,3,2,3,2,4,4,4,2,4,4,3,2,1,1,6,3,1,0,1,1,9,8,2,3,1,5,4,14,5,7,5,2,3,4,-0.297088611476105,0.109350976717088
4,5,5,4,5,5,4,3,3,5,4,3,4,4,4,5,5,2,1,1,3,3,1,0,1,1,3,8,2,3,1,4,5,7,5,6,5,3,5,6,0.637666740782074,0.644735695062384
4,4,5,4,4,4,4,3,3,4,4,4,3,2,3,4,4,2,1,1,3,3,1,0,1,1,4,8,2,3,1,4,3,15,5,6,4,1,4,5,-0.140488137621743,0.557034603363158
4,5,5,4,4,4,5,3,3,5,3,4,4,4,4,4,4,3,1,2,8,6,4,1,0,0,14,6,2,3,1,4,5,3,5,6,4,2,3,6,0.145675190540327,-0.728365218352972
5,5,5,5,5,5,5,3,3,5,5,5,5,4,5,5,4,2,1,1,8,5,3,1,0,0,13,7,2,3,1,4,4,6,8,6,5,4,5,5,0.637666740782074,-0.532469998628272
5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,4,2,1,1,8,8,1,0,0,0,8,5,2,3,1,4,5,10,7,6,5,1,1,6,0.637666740782074,0.0365191211467845
4,4,4,4,4,4,4,2,3,3,3,3,3,3,2,3,4,2,1,2,8,8,1,0,0,0,9,5,2,4,1,4,3,16,5,6,8,8,3,4,-0.452292440038533,-0.0574231876719541
5,5,5,5,5,3,5,1,1,3,4,5,4,3,4,4,1,3,1,2,3,3,1,0,2,1,3,8,2,3,1,4,5,7,8,7,3,1,2,6,0.0746431384283489,0.72575772212985
